Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,,
2705,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,MeCN,6.61,289064.84,,
2706,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,MeCN,12.93,1841369.88,,
2707,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,MeCN,76.92,3549546.00,,
2708,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,MeCN,14.44,1918508.88,,
2709,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,MeCN,76.61,3358542.50,,
2710,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,MeCN,22.13,1468180.38,,
2711,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,MeCN,5.82,275015.53,,
2712,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeCN,15.08,3969473.75,,
2713,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,CsF,2.5,MeCN,9.98,454324.22,,
2714,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,CsF,2.5,MeCN,13.89,2183900.00,,
2715,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,CsF,2.5,MeCN,7.66,400339.00,,
2716,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,CsF,2.5,MeCN,13.92,3575967.25,,
2717,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,CsF,2.5,MeCN,7.80,333702.72,,
2718,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,CsF,2.5,MeCN,15.16,2610446.75,,
2719,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,CsF,2.5,MeCN,72.09,3319578.25,,
2720,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,CsF,2.5,MeCN,16.64,2410753.50,,
2721,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,CsF,2.5,MeCN,77.78,3982548.50,,
2722,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,CsF,2.5,MeCN,22.92,1731726.88,,
2723,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,CsF,2.5,MeCN,0.94,524226.03,,
2724,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,CsF,2.5,MeCN,14.56,3421580.50,,
2725,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,K3PO4,2.5,MeCN,8.73,544688.25,,
2726,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,MeCN,14.02,2433953.50,,
2727,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,MeCN,9.68,504985.94,,
2728,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,MeCN,12.55,2918980.75,,
2729,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,MeCN,5.79,305768.94,,
2730,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,MeCN,15.47,3041424.25,,
2731,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,MeCN,69.42,3583373.00,,
2732,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,MeCN,15.49,2499095.50,,
2733,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,MeCN,68.05,3281027.75,,
2734,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,MeCN,21.20,1674350.25,,
2735,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,MeCN,0.96,325012.88,,
2736,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeCN,16.59,4375905.00,,
2737,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,MeCN,10.48,572435.25,,
2738,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,MeCN,13.89,2706245.75,,
2739,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,MeCN,8.09,420507.06,,
2740,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,MeCN,12.11,3678041.75,,
2741,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,MeCN,6.60,354045.16,,
2742,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,MeCN,12.64,2132447.50,,
2743,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,MeCN,74.54,3884707.00,,
2744,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,MeCN,15.95,2506381.50,,
2745,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,MeCN,81.17,4330423.00,,
2746,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,MeCN,20.79,1532522.25,,
2747,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,MeCN,0.52,325118.97,,
2748,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,14.42,4017160.25,,
2749,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,MeCN,12.39,784774.06,,
2750,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,MeCN,14.63,1883532.38,,
2751,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,MeCN,8.70,427202.00,,
2752,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,MeCN,12.00,3562773.00,,
2753,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,MeCN,7.08,425001.34,,
2754,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,MeCN,14.51,2736469.75,,
2755,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,MeCN,75.50,3823223.50,,
2756,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,MeCN,14.89,2418704.00,,
2757,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,MeCN,76.56,4243336.00,,
2758,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,MeCN,21.27,1822305.50,,
2759,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,MeCN,5.71,314134.84,,
2760,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,11.50,2710828.50,,
2761,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,MeCN,9.28,540740.69,,
2762,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,MeCN,14.61,2420062.75,,
2763,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,MeCN,10.13,565275.44,,
2764,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,MeCN,11.60,3439262.75,,
2765,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,MeCN,5.93,372704.97,,
2766,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,MeCN,14.44,2662217.50,,
2767,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,MeCN,72.12,3812420.25,,
2768,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,Et3N,2.5,MeCN,14.31,2530022.75,,
2769,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,Et3N,2.5,MeCN,67.73,3493474.00,,
2770,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,Et3N,2.5,MeCN,23.71,1559505.38,,
2771,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,Et3N,2.5,MeCN,5.54,334676.94,,
2772,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeCN,15.20,3592316.25,,
2773,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,None,2.5,MeCN,12.16,683202.25,,
2774,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,None,2.5,MeCN,14.30,2635387.50,,
2775,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,None,2.5,MeCN,8.88,455334.28,,
2776,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,None,2.5,MeCN,12.44,4120673.50,,
2777,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,MeCN,7.41,403154.47,,
2778,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,MeCN,18.06,3823867.50,,
2779,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,MeCN,64.66,3025872.50,,
2780,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,MeCN,14.48,2509516.00,,
2781,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,MeCN,66.37,3463252.25,,
2782,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,MeCN,22.76,1891135.25,,
2783,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,MeCN,0.44,288951.97,,
2784,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,None,2.5,MeCN,14.52,3128259.75,,
2785,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,THF,22.09,1525050.00,,
2786,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,THF,16.79,2583134.50,,
2787,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,THF,16.94,903228.31,,
2788,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,THF,31.86,8302152.50,,
2789,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,THF,10.92,644877.44,,
2790,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,THF,49.91,10339145.00,,
2791,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,THF,78.41,4467220.00,,
2792,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,THF,19.14,3641497.00,,
2793,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,THF,92.16,5436838.00,,
2794,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,THF,28.11,1728423.13,,
2795,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,THF,4.69,348510.88,,
2796,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,THF,17.04,3692448.50,,
2797,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,THF,51.13,3080186.50,,
2798,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,THF,15.63,3258473.75,,
2799,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,THF,30.89,1950506.63,,
2800,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,THF,48.75,12704809.00,,
2801,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,THF,7.82,500080.31,,
2802,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,THF,67.80,15924089.00,,
2803,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,THF,50.66,2910562.25,,
2804,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,THF,18.16,3309324.75,,
2805,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,THF,56.50,3208710.50,,
2806,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,THF,26.10,1681233.63,,
2807,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,THF,3.88,277307.94,,
2808,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,THF,14.76,2543810.25,,
2809,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,CsF,2.5,THF,21.19,1539998.25,,
2810,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,CsF,2.5,THF,15.55,3044231.00,,
2811,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,CsF,2.5,THF,25.81,1648394.00,,
2812,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,CsF,2.5,THF,43.78,12249831.00,,
2813,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,CsF,2.5,THF,5.56,391291.47,,
2814,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,CsF,2.5,THF,48.33,11809332.00,,
2815,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,CsF,2.5,THF,46.59,2798952.75,,
2816,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,CsF,2.5,THF,19.30,3850028.00,,
2817,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,CsF,2.5,THF,57.55,3393845.75,,
2818,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,CsF,2.5,THF,26.21,1609342.38,,
2819,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,CsF,2.5,THF,3.28,285850.31,,
2820,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,CsF,2.5,THF,16.84,3136560.50,,
2821,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,K3PO4,2.5,THF,30.60,2139922.25,,
2822,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,THF,16.41,3252317.75,,
2823,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,THF,23.82,1600339.13,,
2824,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,THF,37.16,10170154.00,,
2825,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,THF,6.45,429740.94,,
2826,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,THF,46.65,10673253.00,,
2827,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,THF,53.72,3074466.00,,
2828,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,THF,18.31,3937766.50,,
2829,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,THF,68.31,4064385.00,,
2830,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,THF,25.51,1297004.75,,
2831,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,THF,3.54,282258.50,,
2832,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,THF,15.16,3016133.75,,
2833,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,THF,44.63,2544067.25,,
2834,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,THF,17.78,2859605.25,,
2835,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,THF,25.22,1616123.25,,
2836,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,THF,46.21,11547573.00,,
2837,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,THF,7.62,378762.06,,
